file,avg_snr_uv
jades-gds-w07-v4_prism-clear_1212_4134.spec.fits,3.5496921235998165
jades-gds-w07-v4_prism-clear_1212_6071.spec.fits,9.381769953192576
jades-gds-w07-v4_prism-clear_1212_2839.spec.fits,5.040063163636963
jades-gds-w07-v4_prism-clear_1212_2364.spec.fits,3.4166647642911387
jades-gds-w07-v4_prism-clear_1212_1590.spec.fits,3.8166516748106716
jades-gds-w07-v4_prism-clear_1212_1768.spec.fits,4.356397779606345
jades-gds-w07-v4_prism-clear_1212_53.spec.fits,5.764089967064123
jades-gds-w07-v4_prism-clear_1212_2042.spec.fits,2.2051094323863385
jades-gds-w07-v4_prism-clear_1212_5887.spec.fits,5.365783915511552
jades-gds-w07-v4_prism-clear_1212_4480.spec.fits,0.9872869788414744
jades-gds-w07-v4_prism-clear_1212_2388.spec.fits,2.53284609385405
jades-gds-w07-v4_prism-clear_1212_2528.spec.fits,2.256861188318132
jades-gds-w07-v4_prism-clear_1212_4292.spec.fits,1.7908142648429282
jades-gds-w07-v4_prism-clear_1212_1986.spec.fits,4.252194419765063
jades-gds-w07-v4_prism-clear_1212_2803.spec.fits,1.9913804456514044
jades-gds-w07-v4_prism-clear_1212_2408.spec.fits,1.5583314205112224
jades-gds-w07-v4_prism-clear_1212_5248.spec.fits,2.6721132636918905
jades-gds-w07-v4_prism-clear_1212_1646.spec.fits,4.183503488452529
jades-gds-w07-v4_prism-clear_1212_2241.spec.fits,1.819351588807375
jades-gds-w07-v4_prism-clear_1212_4713.spec.fits,3.278232454292234
jades-gds-w07-v4_prism-clear_1212_2146.spec.fits,1.2684033889013737
jades-gds-w07-v4_prism-clear_1212_2758.spec.fits,1.1064727420840827
jades-gds-w07-v4_prism-clear_1212_5157.spec.fits,1.2978388020995173
jades-gds-w07-v4_prism-clear_1212_4170.spec.fits,1.1110282021487736
jades-gds-w07-v4_prism-clear_1212_4985.spec.fits,1.5190657227766498
jades-gds-w07-v4_prism-clear_1212_1713.spec.fits,1.5522685716010522
jades-gds-w07-v4_prism-clear_1212_5431.spec.fits,0.6790535443682204
jades-gds-w07-v4_prism-clear_1212_5147.spec.fits,0.41660884093256145
jades-gds-w07-v4_prism-clear_1212_5623.spec.fits,0.8183968732722423
jades-gds05-v4_prism-clear_1286_189524.spec.fits,0.8796114982225522
jades-gds05-v4_prism-clear_1286_194535.spec.fits,7.881560070269593
jades-gds05-v4_prism-clear_1286_202925.spec.fits,7.966603177015444
jades-gds05-v4_prism-clear_1286_203438.spec.fits,14.722619010620564
jades-gds05-v4_prism-clear_1286_10031863.spec.fits,8.338394225845112
jades-gds05-v4_prism-clear_1286_202258.spec.fits,0.7521555579023209
jades-gds05-v4_prism-clear_1286_201011.spec.fits,9.731897062734944
jades-gds05-v4_prism-clear_1286_194373.spec.fits,5.100779340708484
jades-gds05-v4_prism-clear_1286_91992.spec.fits,7.893052756366193
jades-gds05-v4_prism-clear_1286_202630.spec.fits,5.551485801424554
jades-gds05-v4_prism-clear_1286_193481.spec.fits,5.1511330381870675
jades-gds05-v4_prism-clear_1286_192113.spec.fits,8.559936615421373
jades-gds05-v4_prism-clear_1286_196132.spec.fits,9.23637636492563
jades-gds05-v4_prism-clear_1286_88540.spec.fits,7.922625720953136
jades-gds05-v4_prism-clear_1286_188749.spec.fits,4.205527389407733
jades-gds05-v4_prism-clear_1286_91345.spec.fits,12.673013539066407
jades-gds05-v4_prism-clear_1286_202446.spec.fits,18.46736459994573
jades-gds05-v4_prism-clear_1286_191117.spec.fits,20.286507404504466
jades-gds05-v4_prism-clear_1286_191576.spec.fits,25.074654939897282
jades-gds05-v4_prism-clear_1286_201333.spec.fits,1.9913808282910264
jades-gds05-v4_prism-clear_1286_195128.spec.fits,2.7942948233552287
jades-gds05-v4_prism-clear_1286_202058.spec.fits,5.423164999423398
jades-gds05-v4_prism-clear_1286_91692.spec.fits,4.214183487724957
jades-gds05-v4_prism-clear_1286_193009.spec.fits,6.6307669285552535
jades-gds05-v4_prism-clear_1286_88383.spec.fits,1.6637315961472232
jades-gds05-v4_prism-clear_1286_201815.spec.fits,1.5032595991633528
jades-gds05-v4_prism-clear_1286_190333.spec.fits,4.904258324060956
jades-gds05-v4_prism-clear_1286_192837.spec.fits,14.718219418139412
jades-gds05-v4_prism-clear_1286_193931.spec.fits,5.148936203753536
jades-gds05-v4_prism-clear_1286_193387.spec.fits,2.9185132722066425
jades-gds05-v4_prism-clear_1286_88673.spec.fits,5.392661318190407
jades-gds05-v4_prism-clear_1286_193605.spec.fits,5.402489169857793
jades-gds05-v4_prism-clear_1286_192368.spec.fits,6.4473854296536555
jades-gds05-v4_prism-clear_1286_189224.spec.fits,2.4408430674018833
jades-gds05-v4_prism-clear_1286_112194.spec.fits,8.124413184253125
jades-gds05-v4_prism-clear_1286_201228.spec.fits,1.4677489556507737
jades-gds05-v4_prism-clear_1286_225738.spec.fits,3.039020017411391
jades-gds05-v4_prism-clear_1286_201150.spec.fits,4.3415388987558385
jades-gds05-v4_prism-clear_1286_201152.spec.fits,2.5853907720930653
jades-gds05-v4_prism-clear_1286_111015.spec.fits,1.9058617607362374
jades-gds05-v4_prism-clear_1286_191295.spec.fits,3.978414293312713
jades-gds05-v4_prism-clear_1286_203798.spec.fits,1.1020127548954726
jades-gds05-v4_prism-clear_1286_188208.spec.fits,4.542963449357646
jades-gds05-v4_prism-clear_1286_225349.spec.fits,2.969122987334416
jades-gds05-v4_prism-clear_1286_78426.spec.fits,2.6978384777457185
jades-gds05-v4_prism-clear_1286_225678.spec.fits,1.824959304470174
jades-gds05-v4_prism-clear_1286_88767.spec.fits,1.4778389243261463
jades-gds05-v4_prism-clear_1286_115488.spec.fits,2.570700952357105
jades-gds05-v4_prism-clear_1286_194814.spec.fits,1.9781467931990981
jades-gds05-v4_prism-clear_1286_83874.spec.fits,3.1985698000062714
jades-gds05-v4_prism-clear_1286_82155.spec.fits,2.478004564684203
jades-gds05-v4_prism-clear_1286_86560.spec.fits,1.9298849379319651
jades-gds05-v4_prism-clear_1286_285378.spec.fits,2.5227313256266184
jades-gds05-v4_prism-clear_1286_193784.spec.fits,2.9864509447959087
jades-gds05-v4_prism-clear_1286_285362.spec.fits,2.4180910495973587
jades-gds05-v4_prism-clear_1286_86727.spec.fits,2.8732566779529893
jades-gds05-v4_prism-clear_1286_20077159.spec.fits,3.2767461569202685
jades-gds05-v4_prism-clear_1286_114559.spec.fits,1.327827630667661
jades-gds05-v4_prism-clear_1286_79753.spec.fits,1.4965949903697713
jades-gds05-v4_prism-clear_1286_191095.spec.fits,1.6180095218807817
jades-gds05-v4_prism-clear_1286_83131.spec.fits,2.234630112864684
jades-gds05-v4_prism-clear_1286_87494.spec.fits,3.319638680828002
jades-gds05-v4_prism-clear_1286_202662.spec.fits,1.9850508285068595
jades-gds05-v4_prism-clear_1286_203542.spec.fits,1.5774667803201536
jades-gds05-v4_prism-clear_1286_109426.spec.fits,4.470013121267441
jades-gds05-v4_prism-clear_1286_202932.spec.fits,2.6195401545571175
jades-gds05-v4_prism-clear_1286_10030190.spec.fits,2.132170575293561
jades-gds05-v4_prism-clear_1286_20191095.spec.fits,1.017552303719176
jades-gds05-v4_prism-clear_1286_10006085.spec.fits,1.9514473298172224
jades-gds05-v4_prism-clear_1286_78047.spec.fits,1.3825196057185507
jades-gds05-v4_prism-clear_1286_112259.spec.fits,1.2489637887054323
jades-gds05-v4_prism-clear_1286_194326.spec.fits,1.537132791649733
jades-gds05-v4_prism-clear_1286_115035.spec.fits,1.8543398828423947
jades-gds05-v4_prism-clear_1286_81186.spec.fits,1.7606578245561042
jades-gds05-v4_prism-clear_1286_30085267.spec.fits,2.4814659978972613
jades-gds05-v4_prism-clear_1286_188832.spec.fits,1.106986559095478
jades-gds05-v4_prism-clear_1286_195403.spec.fits,2.0117039039801035
jades-gds05-v4_prism-clear_1286_84518.spec.fits,2.9831689202014546
jades-gds05-v4_prism-clear_1286_79065.spec.fits,2.589535393203991
jades-gds05-v4_prism-clear_1286_192327.spec.fits,0.7352316516900633
jades-gds05-v4_prism-clear_1286_20192042.spec.fits,1.7862152537081926
jades-gds05-v4_prism-clear_1286_10029712.spec.fits,0.3763651408255277
jades-gds05-v4_prism-clear_1286_195134.spec.fits,0.6951579772581107
jades-gds05-v4_prism-clear_1286_80737.spec.fits,0.45277116252695065
jades-gds05-v4_prism-clear_1286_113568.spec.fits,0.6437583715276367
jades-gds-w06-v4_prism-clear_1212_1135.spec.fits,8.551121223861252
jades-gds-w06-v4_prism-clear_1212_1876.spec.fits,10.33348043412394
jades-gds-w06-v4_prism-clear_1212_3698.spec.fits,0.7890383332861017
jades-gds-w06-v4_prism-clear_1212_4245.spec.fits,3.3799098635034106
jades-gds-w06-v4_prism-clear_1212_407.spec.fits,0.3498574942756193
jades-gds-w06-v4_prism-clear_1212_1674.spec.fits,1.3512763735569377
jades-gds-w06-v4_prism-clear_1212_4188.spec.fits,0.30876904101572894
jades-gds-w06-v4_prism-clear_1212_4682.spec.fits,6.352321899347174
jades-gds-w06-v4_prism-clear_1212_4253.spec.fits,2.1253076821081813
jades-gds-w06-v4_prism-clear_1212_1598.spec.fits,7.890135107614859
jades-gds-w06-v4_prism-clear_1212_1575.spec.fits,3.914959173404055
jades-gds-w06-v4_prism-clear_1212_736.spec.fits,1.1138332688004162
jades-gds-w06-v4_prism-clear_1212_944.spec.fits,3.5315270911816126
jades-gds-w06-v4_prism-clear_1212_1201.spec.fits,3.555744487921689
jades-gds-w06-v4_prism-clear_1212_927.spec.fits,0.0936174324072187
jades-gds-w06-v4_prism-clear_1212_1083.spec.fits,6.775760620130563
jades-gds-w06-v4_prism-clear_1212_3672.spec.fits,5.2445372190958714
jades-gds-w06-v4_prism-clear_1212_645.spec.fits,5.338682232676577
jades-gds-w06-v4_prism-clear_1212_4565.spec.fits,0.2342307540816348
jades-gds-w06-v4_prism-clear_1212_1869.spec.fits,0.843959618236504
jades-gds-w06-v4_prism-clear_1212_1308.spec.fits,0.1648505040960403
jades-gds-w06-v4_prism-clear_1212_1811.spec.fits,4.901439151946382
jades-gds-w06-v4_prism-clear_1212_4296.spec.fits,0.8484844187468644
jades-gds-w06-v4_prism-clear_1212_1335.spec.fits,4.181742715791705
jades-gds-w06-v4_prism-clear_1212_956.spec.fits,1.934762052883544
jades-gds-w06-v4_prism-clear_1212_5432.spec.fits,1.6576549178879145
jades-gds-w06-v4_prism-clear_1212_1604.spec.fits,3.6388386678583924
jades-gds-w06-v4_prism-clear_1212_b179.spec.fits,0.3313606978969958
jades-gds-w06-v4_prism-clear_1212_884.spec.fits,10.240963896786175
jades-gds-w06-v4_prism-clear_1212_4552.spec.fits,0.9065070627745891
jades-gds-w06-v4_prism-clear_1212_4609.spec.fits,3.2985555290720856
jades-gds-w06-v4_prism-clear_1212_4366.spec.fits,6.9167873667470205
jades-gds-w06-v4_prism-clear_1212_1143.spec.fits,5.9165036319896664
jades-gds-w06-v4_prism-clear_1212_1275.spec.fits,1.4009013622144122
jades-gds-w06-v4_prism-clear_1212_1181.spec.fits,7.355576736422896
jades-gds-w06-v4_prism-clear_1212_1557.spec.fits,1.4523576086218204
jades-gds-w06-v4_prism-clear_1212_4773.spec.fits,8.02575141511232
jades-gds-w06-v4_prism-clear_1212_3518.spec.fits,5.096958508367496
jades-gds-w06-v4_prism-clear_1212_1827.spec.fits,6.044499438758833
jades-gds-w06-v4_prism-clear_1212_1761.spec.fits,4.191550669413579
jades-gds-w06-v4_prism-clear_1212_3204.spec.fits,10.768964947529517
jades-gds-w06-v4_prism-clear_1212_276.spec.fits,1.9228851722012494
jades-gds-w06-v4_prism-clear_1212_4765.spec.fits,8.44367054427792
jades-gds-w06-v4_prism-clear_1212_257.spec.fits,1.1251776723750158
jades-gds-w06-v4_prism-clear_1212_3752.spec.fits,3.240517028772145
jades-gds-w06-v4_prism-clear_1212_690.spec.fits,3.310913708497322
jades-gds-w06-v4_prism-clear_1212_479.spec.fits,2.939412429503915
jades-gds-w06-v4_prism-clear_1212_1781.spec.fits,4.694226409492173
jades-gds-w06-v4_prism-clear_1212_3543.spec.fits,1.6167933560148962
jades-gds-w06-v4_prism-clear_1212_4757.spec.fits,4.90319293898923
jades-gds-w06-v4_prism-clear_1212_727.spec.fits,1.3025980000414519
jades-gds-w06-v4_prism-clear_1212_1539.spec.fits,3.916075819808959
jades-gds-w06-v4_prism-clear_1212_4039.spec.fits,2.1614593509875224
jades-gds-w06-v4_prism-clear_1212_3430.spec.fits,0.641855554293449
jades-gds-w06-v4_prism-clear_1212_4168.spec.fits,1.6576642469955267
jades-gds-w06-v4_prism-clear_1212_696.spec.fits,1.865381238759275
jades-gds-w06-v4_prism-clear_1212_3735.spec.fits,0.4814370584148061
jades-gds-w06-v4_prism-clear_1212_477.spec.fits,6.015580687326407
jades-gds-w06-v4_prism-clear_1212_4758.spec.fits,1.202227963302955
jades-gds-w06-v4_prism-clear_1212_3286.spec.fits,6.47667040456582
jades-gds-w06-v4_prism-clear_1212_1803.spec.fits,2.999798531613993
jades-gds-w06-v4_prism-clear_1212_4777.spec.fits,1.7429421322157068
jades-gds-w06-v4_prism-clear_1212_576.spec.fits,3.226809109425349
jades-gds-w06-v4_prism-clear_1212_1531.spec.fits,8.016767588661066
jades-gds-w06-v4_prism-clear_1212_1174.spec.fits,2.0525546913464687
jades-gds-w06-v4_prism-clear_1212_1216.spec.fits,0.760888083900606
jades-gds-w06-v4_prism-clear_1212_1473.spec.fits,0.9824505645111057
jades-gds-w06-v4_prism-clear_1212_3600.spec.fits,2.2409617378299234
jades-gds-w06-v4_prism-clear_1212_5617.spec.fits,1.8906702814993124
jades-gds-w06-v4_prism-clear_1212_4017.spec.fits,2.4656252152518894
jades-gds-w06-v4_prism-clear_1212_3263.spec.fits,4.536151505725155
jades-gds-w06-v4_prism-clear_1212_1954.spec.fits,0.4586432251861621
jades-gds-w06-v4_prism-clear_1212_983.spec.fits,2.1288428273466304
jades-gds-w06-v4_prism-clear_1212_1242.spec.fits,0.9863561452999521
jades-gds-w06-v4_prism-clear_1212_1543.spec.fits,2.091281466746089
jades-gds-w06-v4_prism-clear_1212_3066.spec.fits,2.660271428933482
jades-gds-w06-v4_prism-clear_1212_4250.spec.fits,2.0659505004208527
jades-gds-w06-v4_prism-clear_1212_3796.spec.fits,3.4774556742834295
jades-gds-w06-v4_prism-clear_1212_1834.spec.fits,0.890062841096377
jades-gds-w06-v4_prism-clear_1212_779.spec.fits,1.7221345625847544
jades-gds-w06-v4_prism-clear_1212_1874.spec.fits,1.0848145017529047
jades-gds-w06-v4_prism-clear_1212_4199.spec.fits,2.2973263768041465
jades-gds-w06-v4_prism-clear_1212_6734.spec.fits,0.9620502252499215
jades-gds-w06-v4_prism-clear_1212_3883.spec.fits,1.0172624810146396
jades-gds-w06-v4_prism-clear_1212_6691.spec.fits,1.0322083494045031
jades-gds-w06-v4_prism-clear_1212_b137.spec.fits,0.1766873883448165
jades-gds-wide3-v4_prism-clear_1180_197911.spec.fits,21.058135092320136
jades-gds-wide3-v4_prism-clear_1180_195032.spec.fits,1.544460056969996
jades-gds-wide3-v4_prism-clear_1180_194580.spec.fits,11.46144084839963
jades-gds-wide3-v4_prism-clear_1180_196916.spec.fits,11.221472300288681
jades-gds-wide3-v4_prism-clear_1180_95278.spec.fits,6.396374639840151
jades-gds-wide3-v4_prism-clear_1180_194906.spec.fits,2.624043024233984
jades-gds-wide3-v4_prism-clear_1180_197649.spec.fits,1.8778428591626386
jades-gds-wide3-v4_prism-clear_1180_89091.spec.fits,3.391856076464755
jades-gds-wide3-v4_prism-clear_1180_195120.spec.fits,2.6485778996645606
jades-gds-wide3-v4_prism-clear_1180_199133.spec.fits,5.595802287834295
jades-gds-wide3-v4_prism-clear_1180_195645.spec.fits,3.294830525016203
jades-gds-wide3-v4_prism-clear_1180_98421.spec.fits,4.024688656208259
jades-gds-wide3-v4_prism-clear_1180_196039.spec.fits,6.260713403795681
jades-gds-wide3-v4_prism-clear_1180_90911.spec.fits,1.5545758074379201
jades-gds-wide3-v4_prism-clear_1180_194486.spec.fits,2.3929398409231974
jades-gds-wide3-v4_prism-clear_1180_89658.spec.fits,1.203271987759916
jades-gds-wide3-v4_prism-clear_1180_193720.spec.fits,1.6379381595908282
jades-gds-wide3-v4_prism-clear_1180_96468.spec.fits,1.5972388420666792
jades-gds-wide3-v4_prism-clear_1180_193544.spec.fits,1.0210520818399285
jades-gds-wide3-v4_prism-clear_1180_98587.spec.fits,2.3501659251547515
jades-gds-wide3-v4_prism-clear_1180_10004765.spec.fits,1.2993763329838361
jades-gds-wide3-v4_prism-clear_1180_90864.spec.fits,1.3781821779759522
jades-gds-wide3-v4_prism-clear_1180_92212.spec.fits,1.1556917950039733
jades-gds-wide3-v4_prism-clear_1180_93067.spec.fits,1.196308880837066
jades-gds-wide3-v4_prism-clear_1180_90917.spec.fits,0.5564877029468327
jades-gds-wide3-v4_prism-clear_1180_91601.spec.fits,0.7630162334564189
jades-gds-w03-v4_prism-clear_1212_1754.spec.fits,5.648677982580917
jades-gds-w03-v4_prism-clear_1212_3738.spec.fits,8.560512043278957
jades-gds-w03-v4_prism-clear_1212_7505.spec.fits,10.224343905176305
jades-gds-w03-v4_prism-clear_1212_3785.spec.fits,7.730840917853546
jades-gds-w03-v4_prism-clear_1212_1571.spec.fits,1.3619742379136852
jades-gds-w03-v4_prism-clear_1212_1782.spec.fits,29.72093497490408
jades-gds-w03-v4_prism-clear_1212_1388.spec.fits,0.6204690305404353
jades-gds-w03-v4_prism-clear_1212_2269.spec.fits,1.9725591219664984
jades-gds-w03-v4_prism-clear_1212_507.spec.fits,2.299848941125615
jades-gds-w03-v4_prism-clear_1212_427.spec.fits,7.828483178211168
jades-gds-w03-v4_prism-clear_1212_4232.spec.fits,13.455390261397037
jades-gds-w03-v4_prism-clear_1212_1231.spec.fits,2.156466278678724
jades-gds-w03-v4_prism-clear_1212_1556.spec.fits,4.6404871447612255
jades-gds-w03-v4_prism-clear_1212_8183.spec.fits,10.018079870878166
jades-gds-w03-v4_prism-clear_1212_537.spec.fits,0.3474845579648858
jades-gds-w03-v4_prism-clear_1212_1538.spec.fits,1.61428527903189
jades-gds-w03-v4_prism-clear_1212_1972.spec.fits,9.532620767346122
jades-gds-w03-v4_prism-clear_1212_1563.spec.fits,4.756227099011632
jades-gds-w03-v4_prism-clear_1212_887.spec.fits,2.5315605287802256
jades-gds-w03-v4_prism-clear_1212_518.spec.fits,1.336649740294045
jades-gds-w03-v4_prism-clear_1212_414.spec.fits,0.6650159853049258
jades-gds-w03-v4_prism-clear_1212_3896.spec.fits,1.7286324049566888
jades-gds-w03-v4_prism-clear_1212_643.spec.fits,1.205561528052075
jades-gds-w03-v4_prism-clear_1212_1709.spec.fits,9.8460523371929
jades-gds-w03-v4_prism-clear_1212_3552.spec.fits,4.202867036345198
jades-gds-w03-v4_prism-clear_1212_1854.spec.fits,4.800125241893034
jades-gds-w03-v4_prism-clear_1212_2194.spec.fits,2.0810038226421788
jades-gds-w03-v4_prism-clear_1212_665.spec.fits,3.5293864462085183
